competencias;comp_original;parent_cod;cod
contribuir adelanto técnico mantenerse corriente ésto concierne computadora instrumento aparato unidade periférico método operativo informática así programa soporte lógico pertinente profundizando posibilidade desarrollo limitaciones;Contribuir a los adelantos técnicos y mantenerse al corriente de éstos en lo que concierne a las computadoras los instrumentos aparatos y unidades periféricos y los métodos operativos en informática así como los programas y soportes lógicos pertinentes profundizando sus posibilidades de desarrollo y sus limitaciones;c00025;c0002519
controlar funcionamiento correcto eficiente robot industriales;Controlar el funcionamiento correcto y eficiente de los robots industriales;c00025;c0002520
controlar funcionamiento técnico sistema equipo radiodifusión televisión telecomunicacione comprobar aparato utilizado diagnosticar tratar enfermedade trastorno .;Controlar el funcionamiento técnico de los sistemas y equipos de radiodifusión televisión y telecomunicaciones y comprobar los aparatos utilizados para diagnosticar y tratar enfermedades y trastornos.;c00025;c0002521
controlar operar computadora unidade periféricas;Controlar y operar computadoras y unidades periféricas;c00025;c0002522
controlar participación persona interesada programa actividade seguridad sanidad cuestione conexas;Controlar con la participación de las personas interesadas los programas y actividades de seguridad y sanidad y otras cuestiones conexas;c02202;c0220224
controlar progreso construcción garantizar cumplimiento especificacione prescritas;Controlar el progreso de la construcción para garantizar el cumplimiento de las especificaciones prescritas;c02200;c0220034
controlar selección formación rendimiento personal;Controlar la selección formación y rendimiento del personal;c00025;c0002523
corregir transcribir correspondencia minuta informe dictado escrito fin adecuarlo norma oficina utilizando ello máquina escribir máquina tratamiento textos;Corregir y transcribir correspondencia minutas o informes dictados o escritos a fin de adecuarlos a las normas de la oficina utilizando para ello máquinas de escribir o máquinas de tratamiento de textos;c02202;c0220225
creación ejecución obra literaria artísticas;La creación y ejecución de obras literarias y artísticas;c02202;c0220226
crear algoritmo predictivo comportamiento equipo solare mejora automatizacion proceso obtencion manejo informacion campo sumate empresa endeavor;Para crear algoritmos predictivos sobre comportamiento de equipos solares mejora y automatizacion de los procesos de obtencion y manejo de informacion en campo  sumate a una empresa endeavor;c00044;c0004420
crear desarrollar aplicacione soporte programa lógico sistema operación computadoras;Crear y desarrollar aplicaciones de los soportes y programas lógicos y sistemas de operación de computadoras;c00025;c0002524
datadriven api first liderazgo proyecto despliegue desarrollo sistema operacion mantenimiento;Datadriven y api first liderazgo de todos los proyectos de despliegue y desarrollo de sistemas operacion y mantenimiento;c00111;c0011114
decoración interiores;Decoración de interiores;c00025;c0002525
definir formular política empresa u organismo;definir y formular la política de la empresa u organismo;c02200;c0220035
definir formular política gobierno nacional gobierno federado provincia región colectividad local asesorar respecto;Definir y formular la política del gobierno nacional del gobierno del estado federado o de la provincia región o colectividad local y asesorar al respecto;c02200;c0220036
definir formular política gobierno nacional gobierno federado provincia región colectividad local asesorar respecto dirigir aplicación;definir y formular la política del gobierno nacional del gobierno del estado federado o de la provincia región o colectividad local o asesorar al respecto y dirigir su aplicación;c02200;c0220037
degustación clasificación alimento bebida : tratamiento transformación fibra naturale piele cuero fabricación reparación mueble artículo madera;Degustación y clasificación de alimentos y bebidas: tratamiento y transformación de fibras naturales pieles y cueros fabricación y reparación de muebles y artículos de madera;c00025;c0002526
desarrollar aplicar conocimiento resultante estudio comportamiento individual colectivo florecimiento evolución idioma doctrina teoría concepto sistema organizacione carácter filosófico político económico jurídico educativo social religioso índole proyección histórica presente perspectivas;Desarrollar o aplicar los conocimientos resultantes del estudio del comportamiento individual o colectivo del florecimiento y evolución de los idiomas y de las doctrinas teorías conceptos sistemas y organizaciones de carácter filosófico político económico jurídico educativo social religioso o de otra índole en su proyección histórica y sus presentes perspectivas;c00044;c0004421
desarrollar escrito proporcionar documentación detallada programa informático recurriendo ello lenguaje código numérico mnemotécnico procesal lógico pueden ser lenguaje pl-l cobol fortran pascal basic c basándose necesario especificacione determinada creadore analista sistema informático proceder ensayo prueba programa eliminar deficiencia errores;Desarrollar por escrito y proporcionar documentación detallada sobre los programas informáticos recurriendo para ello a un lenguaje en código numérico mnemotécnico procesal o lógico como pueden ser los lenguajes pl-l cobol fortran pascal basic o c basándose cuando sea necesario en especificaciones determinadas por los creadores y analistas de sistemas informáticos y proceder a ensayos y pruebas de los programas para eliminar deficiencias y errores;c02202;c0220227
desarrollo gestion dato nivel compañia dar seguimiento ejecucion controle calidad ( mediante cuadro mando ) plane remediacion ejecutado equipo calidad dato mantener gestionar herramienta gobierno dato;Desarrollo y gestion de los datos a nivel de la compañia dar seguimiento a la ejecucion de los controles de calidad (mediante un cuadro de mando) y a los planes de remediacion ejecutados por el equipo de calidad de datos mantener y gestionar las herramientas de gobierno del dato;c00111;c0011115
desarrollo mantenimiento programa soporte lógico estructura sistematización dato base dato algoritmo inteligencia artificial robótica;El desarrollo y mantenimiento de programas y soportes lógicos y la estructura y sistematización de datos las bases de datos los algoritmos la inteligencia artificial y la robótica;c00025;c0002527
desarrollo producción substancia materiale producto etcétera;Desarrollo y producción de substancias materiales y productos etcétera;c00025;c0002528
desarrollo software u carrera afine conocimiento selenium;Desarrollo de software u otras carreras afines conocimientos  selenium;c00111;c0011116
desempeñar funcione actuariale inclusive calidad consejero actuario establecimiento regímene caja seguro pensiones;Desempeñar funciones actuariales inclusive en calidad de consejero actuario en el establecimiento de regímenes y cajas de seguro y pensiones;c02200;c0220038
